Strain	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
PF_KV01	NODE_1+_length_5613265_cov_1_RM_Type_I_17	RM	RM_Type_I	Defense	NODE_1+_length_5613265_cov_1_4622	NODE_1+_length_5613265_cov_1_4624	NODE_1+_length_5613265_cov_1_4622,NODE_1+_length_5613265_cov_1_4623,NODE_1+_length_5613265_cov_1_4624	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KV01	NODE_1+_length_5613265_cov_1_AbiE_1	AbiE	AbiE	Defense	NODE_1+_length_5613265_cov_1_4846	NODE_1+_length_5613265_cov_1_4847	NODE_1+_length_5613265_cov_1_4846,NODE_1+_length_5613265_cov_1_4847	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KV01	NODE_1+_length_5613265_cov_1_apyc1_22	Anti_Pycsar	apyc1	Antidefense	NODE_1+_length_5613265_cov_1_4875	NODE_1+_length_5613265_cov_1_4875	NODE_1+_length_5613265_cov_1_4875	1	apyc1
PF_KV01	NODE_2+_length_175169_cov_0.824842_AbiJ_11	AbiJ	AbiJ	Defense	NODE_2+_length_175169_cov_0.824842_64	NODE_2+_length_175169_cov_0.824842_64	NODE_2+_length_175169_cov_0.824842_64	1	AbiJ__AbiJ
PF_KV01	NODE_3+_length_110359_cov_0.619381_JukAB_13	JukAB	JukAB	Defense	NODE_3+_length_110359_cov_0.619381_56	NODE_3+_length_110359_cov_0.619381_57	NODE_3+_length_110359_cov_0.619381_56,NODE_3+_length_110359_cov_0.619381_57	2	JukAB__JukA,JukAB__JukB
PF_KV01	NODE_3+_length_110359_cov_0.619381_PD-Lambda-1_14	PD-Lambda-1	PD-Lambda-1	Defense	NODE_3+_length_110359_cov_0.619381_75	NODE_3+_length_110359_cov_0.619381_75	NODE_3+_length_110359_cov_0.619381_75	1	PD-Lambda-1__PD-Lambda-1
PF_KV01	NODE_3+_length_110359_cov_0.619381_HEC-07_12	HEC-07	HEC-07	Defense	NODE_3+_length_110359_cov_0.619381_83	NODE_3+_length_110359_cov_0.619381_83	NODE_3+_length_110359_cov_0.619381_83	1	HEC-07__HEC-07
PF_KV01	NODE_4+_length_108489_cov_1.03903_ardb_klca_acric11_27	Anti_RM	ardb_klca_acric11	Antidefense	NODE_4+_length_108489_cov_1.03903_50	NODE_4+_length_108489_cov_1.03903_50	NODE_4+_length_108489_cov_1.03903_50	1	ardb
PF_KV01	NODE_4+_length_108489_cov_1.03903_psiab_28	Other	psiab	Antidefense	NODE_4+_length_108489_cov_1.03903_56	NODE_4+_length_108489_cov_1.03903_57	NODE_4+_length_108489_cov_1.03903_56,NODE_4+_length_108489_cov_1.03903_57	2	psia,psib
PF_KV01	NODE_4+_length_108489_cov_1.03903_arda_ardu_26	Anti_RM	arda_ardu	Antidefense	NODE_4+_length_108489_cov_1.03903_59	NODE_4+_length_108489_cov_1.03903_59	NODE_4+_length_108489_cov_1.03903_59	1	arda
